label,text,tokens,clean_text
ham, ,[],
ham,not thought bout it  drink in tap  spile at seven  is that pub on gas st off broad st by canal  ok,"['thought', 'bout', 'drink', 'tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok']",thought bout drink tap spile seven pub gas st broad st canal ok
ham,i am going to sleep i am tired of travel,"['going', 'sleep', 'tired', 'travel']",going sleep tired travel
ham,haha just what i was thinkin,"['haha', 'thinkin']",haha thinkin
ham,yup but its not giving me problems now so mayb ill jus leave it,"['yup', 'giving', 'problem', 'mayb', 'ill', 'jus', 'leave']",yup giving problem mayb ill jus leave
ham,lol no just trying to make your day a little more interesting,"['lol', 'trying', 'make', 'day', 'little', 'interesting']",lol trying make day little interesting
ham,how long before you get reply just defer admission til next semester,"['long', 'get', 'reply', 'defer', 'admission', 'til', 'next', 'semester']",long get reply defer admission til next semester
ham,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,"['word', 'checkmate', 'chess', 'come', 'persian', 'phrase', 'shah', 'maat', 'mean', 'king', 'dead', 'goodmorning', 'good', 'day']",word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
ham,po de  no need job aha,"['po', 'de', 'need', 'job', 'aha']",po de need job aha
ham,rats hey did u ever vote for the next themes,"['rat', 'hey', 'u', 'ever', 'vote', 'next', 'theme']",rat hey u ever vote next theme
spam,new mobiles from 2004 must go txt nokia to no 89545  collect yours today from only å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"['new', 'mobile', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', 'å£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']",new mobile 2004 must go txt nokia 89545 collect today å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,i hope your pee burns tonite,"['hope', 'pee', 'burn', 'tonite']",hope pee burn tonite
ham,oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again its been longer than a week,"['oh', 'rite', 'well', 'im', 'best', 'mate', 'pete', 'went', '4', 'week', '2geva', 'longer', 'week']",oh rite well im best mate pete went 4 week 2geva longer week
ham,yay cant wait to party together,"['yay', 'cant', 'wait', 'party', 'together']",yay cant wait party together
ham,photoshop makes my computer shut down,"['photoshop', 'make', 'computer', 'shut']",photoshop make computer shut
ham,all boys made fun of me today ok i have no problem i just sent one message just for fun,"['boy', 'made', 'fun', 'today', 'ok', 'problem', 'sent', 'one', 'message', 'fun']",boy made fun today ok problem sent one message fun
ham,thats one of the issues but california is okay no snow so its manageable,"['thats', 'one', 'issue', 'california', 'okay', 'snow', 'manageable']",thats one issue california okay snow manageable
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08715203652 identifier code 42810 expires 29100,"['private', '2003', 'account', 'statement', 'show', '800', 'unredeemed', 'point', 'call', '08715203652', 'identifier', 'code', '42810', 'expires', '29100']",private 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expires 29100
ham,hmmm mayb can try e shoppin area one but forgot e name of hotel,"['hmmm', 'mayb', 'try', 'e', 'shoppin', 'area', 'one', 'forgot', 'e', 'name', 'hotel']",hmmm mayb try e shoppin area one forgot e name hotel
ham,awesome that gonna be soon or later tonight,"['awesome', 'gon', 'na', 'soon', 'later', 'tonight']",awesome gon na soon later tonight
ham,i need details about that online job,"['need', 'detail', 'online', 'job']",need detail online job
spam,you have won as a valued vodafone customer our computer has picked you to win a å£150 prize to collect is easy just call 09061743386 ,"['valued', 'vodafone', 'customer', 'computer', 'picked', 'win', 'å£150', 'prize', 'collect', 'easy', 'call', '09061743386']",valued vodafone customer computer picked win å£150 prize collect easy call 09061743386
ham,missing you toopray inshah allah,"['missing', 'toopray', 'inshah', 'allah']",missing toopray inshah allah
ham,pls help me tell ashley that i cant find her number oh,"['pls', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']",pls help tell ashley cant find number oh
ham,i am in escape theatre now  going to watch kavalan in a few minutes,"['escape', 'theatre', 'going', 'watch', 'kavalan', 'minute']",escape theatre going watch kavalan minute
ham,sthis will increase the chance of winning,"['sthis', 'increase', 'chance', 'winning']",sthis increase chance winning
ham,either way works for me i am  ltgt  years old hope that doesnt bother you,"['either', 'way', 'work', 'ltgt', 'year', 'old', 'hope', 'doesnt', 'bother']",either way work ltgt year old hope doesnt bother
ham,maybe you should find something else to do instead,"['maybe', 'find', 'something', 'else', 'instead']",maybe find something else instead
ham,gain the rights of a wifedont demand iti am trying as husband toolets see,"['gain', 'right', 'wifedont', 'demand', 'iti', 'trying', 'husband', 'toolets', 'see']",gain right wifedont demand iti trying husband toolets see
ham,i liked your new house,"['liked', 'new', 'house']",liked new house
ham,im fine hope you are also,"['im', 'fine', 'hope', 'also']",im fine hope also
ham,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,"['also', 'north', 'carolina', 'texas', 'atm', 'would', 'go', 'gre', 'site', 'pay', 'test', 'result', 'sent']",also north carolina texas atm would go gre site pay test result sent
ham,same to u,['u'],u
ham,yes baby i need to stretch open your pussy,"['yes', 'baby', 'need', 'stretch', 'open', 'pussy']",yes baby need stretch open pussy
ham,thanks  and  or bomb and date as my phone wanted to say ,"['thanks', 'bomb', 'date', 'phone', 'wanted', 'say']",thanks bomb date phone wanted say
ham,ok,['ok'],ok
ham,hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,"['hey', 'guy', 'know', 'breathing', 'neck', 'get', 'bud', 'anyway', 'youd', 'able', 'get', 'half', 'track', 'usf', 'tonight']",hey guy know breathing neck get bud anyway youd able get half track usf tonight
ham,response is one of d powerful weapon 2 occupy a place in others heart so,"['response', 'one', 'powerful', 'weapon', '2', 'occupy', 'place', 'others', 'heart']",response one powerful weapon 2 occupy place others heart
ham,nokia phone is lovly,"['nokia', 'phone', 'lovly']",nokia phone lovly
spam,free messagethanks for using the auction subscription service 18  150pmsgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare 08718726270,"['free', 'messagethanks', 'using', 'auction', 'subscription', 'service', '18', '150pmsgrcvd', '2', 'skip', 'auction', 'txt', '2', 'unsubscribe', 'txt', 'stop', 'customercare', '08718726270']",free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
spam,bored housewives chat n date now 08717507711 btnational rate 10pmin only from landlines,"['bored', 'housewife', 'chat', 'n', 'date', '08717507711', 'btnational', 'rate', '10pmin', 'landline']",bored housewife chat n date 08717507711 btnational rate 10pmin landline
ham,sorry datoday i wont come to playi have driving clas,"['sorry', 'datoday', 'wont', 'come', 'playi', 'driving', 'clas']",sorry datoday wont come playi driving clas
ham,im really sorry i lit your hair on fire,"['im', 'really', 'sorry', 'lit', 'hair', 'fire']",im really sorry lit hair fire
ham,oh shit i thought that was your trip loooooool  that just makes so much more sense now  grins and the sofa reference was  the sleep on a couch link you sent me  wasnt that how you went on your trip  oh  and didnt your babe go with you for that celebration with your rents,"['oh', 'shit', 'thought', 'trip', 'loooooool', 'make', 'much', 'sense', 'grin', 'sofa', 'reference', 'sleep', 'couch', 'link', 'sent', 'wasnt', 'went', 'trip', 'oh', 'didnt', 'babe', 'go', 'celebration', 'rent']",oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rent
ham,okey dokey swashbuckling stuff what oh,"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh']",okey dokey swashbuckling stuff oh
ham,watching cartoon listening music amp at eve had to go temple amp church what about u,"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']",watching cartoon listening music amp eve go temple amp church u
ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face  ltgt joker face,"['1', 'tension', 'face', '2', 'smiling', 'face', '3', 'waste', 'face', '4', 'innocent', 'face', '5terror', 'face', '6cruel', 'face', '7romantic', 'face', '8lovable', 'face', '9decent', 'face', 'ltgt', 'joker', 'face']",1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
ham,dips cell dead so i m coming with him u better respond else we shall come back,"['dip', 'cell', 'dead', 'coming', 'u', 'better', 'respond', 'else', 'shall', 'come', 'back']",dip cell dead coming u better respond else shall come back
ham,well you know what i mean texting,"['well', 'know', 'mean', 'texting']",well know mean texting
ham,hi dis is yijue i would be happy to work wif ì all for gek1510,"['hi', 'dis', 'yijue', 'would', 'happy', 'work', 'wif', 'ì', 'gek1510']",hi dis yijue would happy work wif ì gek1510
ham,lol oops sorry have fun ,"['lol', 'oops', 'sorry', 'fun']",lol oops sorry fun
ham,wat happened to the cruise thing,"['wat', 'happened', 'cruise', 'thing']",wat happened cruise thing
ham,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb,"['know', 'dat', 'feelin', 'pete', 'wuld', 'get', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']",know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie21f is inviting you to be her friend reply yes910 or no910 see her wwwsmsacuhmmross stop send stop frnd to 62468,"['lyricalladie21f', 'inviting', 'friend', 'reply', 'yes910', 'no910', 'see', 'wwwsmsacuhmmross', 'stop', 'send', 'stop', 'frnd', '62468']",lyricalladie21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
ham,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,"['world', 'happiest', 'frnds', 'never', 'character', 'dey', 'best', 'understanding', 'difference']",world happiest frnds never character dey best understanding difference
spam,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info,"['1', 'polyphonic', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150ptone', '16', 'reply', 'hl', '4info']",1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
ham,yeah just open chat and click friend lists then make the list easy as pie,"['yeah', 'open', 'chat', 'click', 'friend', 'list', 'make', 'list', 'easy', 'pie']",yeah open chat click friend list make list easy pie
ham,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap,"['alright', 'tyler', 'got', 'minor', 'crisis', 'home', 'sooner', 'thought', 'asap']",alright tyler got minor crisis home sooner thought asap
ham,whenwhere do i pick you up,"['whenwhere', 'pick']",whenwhere pick
ham,as usual u can call me ard 10 smth,"['usual', 'u', 'call', 'ard', '10', 'smth']",usual u call ard 10 smth
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct']",new theory argument win situation loses person dont argue ur friend kick amp say im always correct
ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,"['many', 'thing', 'antibiotic', 'used', 'chest', 'abdomen', 'gynae', 'infection', 'even', 'bone', 'infection']",many thing antibiotic used chest abdomen gynae infection even bone infection
ham,poor girl cant go one day lmao,"['poor', 'girl', 'cant', 'go', 'one', 'day', 'lmao']",poor girl cant go one day lmao
ham,or just do that 6times,['6times'],6times
spam,todays vodafone numbers ending with 4882 are selected to a receive a å£350 award if your number matches call 09064019014 to receive your å£350 award,"['today', 'vodafone', 'number', 'ending', '4882', 'selected', 'receive', 'å£350', 'award', 'number', 'match', 'call', '09064019014', 'receive', 'å£350', 'award']",today vodafone number ending 4882 selected receive å£350 award number match call 09064019014 receive å£350 award
ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,"['pls', 'make', 'note', 'shes', 'exposed', 'also', 'find', 'school', 'anyone', 'else', 'vomiting', 'dog', 'cat', 'house', 'let', 'know', 'later']",pls make note shes exposed also find school anyone else vomiting dog cat house let know later
ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it ,"['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']",japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
ham,sounds like there could be a lot of time spent in that chastity device boy  grins  or take your beatings like a good dog going to lounge in a nice long bath now ,"['sound', 'like', 'could', 'lot', 'time', 'spent', 'chastity', 'device', 'boy', 'grin', 'take', 'beating', 'like', 'good', 'dog', 'going', 'lounge', 'nice', 'long', 'bath']",sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
ham,its worse if if uses half way then stops its better for him to complete it,"['worse', 'us', 'half', 'way', 'stop', 'better', 'complete']",worse us half way stop better complete
ham,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months i didnt sleep at all last night,"['miserable', 'dont', 'tell', 'u', 'side', 'effect', 'birth', 'control', 'massive', 'gut', 'wrenching', 'cramp', 'first', '2', 'month', 'didnt', 'sleep', 'last', 'night']",miserable dont tell u side effect birth control massive gut wrenching cramp first 2 month didnt sleep last night
ham,send me the new number,"['send', 'new', 'number']",send new number
ham,convey my regards to him,"['convey', 'regard']",convey regard
spam,want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow,"['want', 'latest', 'video', 'handset', '750', 'anytime', 'network', 'min', 'half', 'price', 'line', 'rental', 'reply', 'call', '08000930705', 'delivery', 'tomorrow']",want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow
ham,2 and half years i missed your friendship,"['2', 'half', 'year', 'missed', 'friendship']",2 half year missed friendship
ham,i cant pick the phone right now pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",cant pick phone right pls send message
ham,oh for fucks sake shes in like tallahassee,"['oh', 'fuck', 'sake', 'shes', 'like', 'tallahassee']",oh fuck sake shes like tallahassee
ham,haha that was the first person i was gonna ask,"['haha', 'first', 'person', 'gon', 'na', 'ask']",haha first person gon na ask
spam,ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a å£500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,"['ou', 'guaranteed', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', 'å£500', 'prize', 'txt', 'word', 'collect', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']",ou guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,taka lor wat time u wan 2 come n look 4 us,"['taka', 'lor', 'wat', 'time', 'u', 'wan', '2', 'come', 'n', 'look', '4', 'u']",taka lor wat time u wan 2 come n look 4 u
spam, free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw,"['free', 'polyphonic', 'ringtone', 'text', 'super', '87131', 'get', 'free', 'poly', 'tone', 'week', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']",free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
ham,im reaching in another 2 stops,"['im', 'reaching', 'another', '2', 'stop']",im reaching another 2 stop
ham,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,"['didnt', 'mean', 'post', 'wrote', 'like', 'many', 'time', 'ive', 'ritten', 'stuff', 'let', 'sit', 'feeling', 'time', 'angry', 'left', 'hit', 'send', 'stop', 'wasnt', 'checked', 'phone', 'got', 'car', 'wasnt', 'said', 'didnt', 'sleep', 'bored', 'wouldnt', 'time', 'clean', 'fold', 'laundry', 'etc', 'least', 'make', 'bed']",didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
spam,warner village 83118 c colin farrell in swat this wkend warner village  get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers,"['warner', 'village', '83118', 'c', 'colin', 'farrell', 'swat', 'wkend', 'warner', 'village', 'get', '1', 'free', 'med', 'popcornjust', 'show', 'msgticketkioskvalid', '4712', 'c', 'tc', 'kiosk', 'reply', 'sony', '4', 'mre', 'film', 'offer']",warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer
ham,will you come online today night,"['come', 'online', 'today', 'night']",come online today night
ham,then anything special,"['anything', 'special']",anything special
ham,im in solihull  do you want anything,"['im', 'solihull', 'want', 'anything']",im solihull want anything
ham,will do have a good day,"['good', 'day']",good day
ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience,"['regret', 'inform', 'u', 'nh', 'made', 'mistakeu', 'never', 'actually', 'bornplease', 'report', '2', 'yor', 'local', 'hospital', '2b', 'terminatedwe', 'r', 'sorry', '4', 'inconvenience']",regret inform u nh made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
ham,love that holiday monday feeling even if i have to go to the dentists in an hour,"['love', 'holiday', 'monday', 'feeling', 'even', 'go', 'dentist', 'hour']",love holiday monday feeling even go dentist hour
ham,i am on the way to tirupur,"['way', 'tirupur']",way tirupur
spam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins,"['goal', 'arsenal', '4', 'henry', '7', 'v', 'liverpool', '2', 'henry', 'score', 'simple', 'shot', '6', 'yard', 'pas', 'bergkamp', 'give', 'arsenal', '2', 'goal', 'margin', '78', 'min']",goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min
ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,"['youve', 'already', 'got', 'flaky', 'parent', 'itsnot', 'supposed', 'child', 'job', 'support', 'parentnot', 'theyre', 'ride', 'age', 'anyway', 'im', 'supposed', 'support', 'ive', 'hurt', 'unintentional', 'hurt', 'nonetheless']",youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow ,"['took', 'hooch', 'walk', 'toaday', 'fell', 'splat', 'grazed', 'knee', 'everything', 'stayed', 'home', 'see', 'tomorrow']",took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
ham,just dropped em off omw back now,"['dropped', 'em', 'omw', 'back']",dropped em omw back
spam,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08712101358 now only 10p per min btnationalrate,"['2nd', 'time', 'tried', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easy', 'call', '08712101358', '10p', 'per', 'min', 'btnationalrate']",2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,"['sitting', 'mu', 'waiting', 'everyone', 'get', 'suite', 'take', 'shower']",sitting mu waiting everyone get suite take shower
ham,re your call you didnt see my facebook huh,"['call', 'didnt', 'see', 'facebook', 'huh']",call didnt see facebook huh
ham,g says you never answer your texts confirmdeny,"['g', 'say', 'never', 'answer', 'text', 'confirmdeny']",g say never answer text confirmdeny
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,"['common', 'hearin', 'r', 'u', 'wat', 'r', 'u', 'ur', 'day', 'let', 'ask', 'u', 'something', 'different', 'u', 'smile', 'today', 'gud', 'evng']",common hearin r u wat r u ur day let ask u something different u smile today gud evng
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,"['hi', 'dear', 'call', 'urgnt', 'dont', 'know', 'whats', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']",hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
ham,oh yah we never cancel leh haha ,"['oh', 'yah', 'never', 'cancel', 'leh', 'haha']",oh yah never cancel leh haha
ham,we can go 4 e normal pilates after our intro  ,"['go', '4', 'e', 'normal', 'pilate', 'intro']",go 4 e normal pilate intro
ham,ok let u noe when i leave my house,"['ok', 'let', 'u', 'noe', 'leave', 'house']",ok let u noe leave house
ham,oh yes why is it like torture watching england,"['oh', 'yes', 'like', 'torture', 'watching', 'england']",oh yes like torture watching england
ham,wanna do some art d,"['wan', 'na', 'art']",wan na art
ham,just hopeing that wasnû÷t too pissed up to remember and has gone off to his sisters or something,"['hopeing', 'wasn\x89û÷t', 'pissed', 'remember', 'gone', 'sister', 'something']",hopeing wasnû÷t pissed remember gone sister something
spam,got what it takes 2 take part in the wrc rally in oz u can with lucozade energy text rally le to 61200 25p see packs or lucozadecoukwrc  itcould be u,"['got', 'take', '2', 'take', 'part', 'wrc', 'rally', 'oz', 'u', 'lucozade', 'energy', 'text', 'rally', 'le', '61200', '25p', 'see', 'pack', 'lucozadecoukwrc', 'itcould', 'u']",got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,"['hi', 'sexychat', 'girl', 'waiting', 'text', 'text', 'great', 'night', 'chatting', 'send', 'stop', 'stop', 'service']",hi sexychat girl waiting text text great night chatting send stop stop service
ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me ,"['good', 'morning', 'boytoy', 'hows', 'yummy', 'lip', 'wheres', 'sexy', 'bun', 'think', 'crave', 'need']",good morning boytoy hows yummy lip wheres sexy bun think crave need
ham,match startedindia  ltgt  for 2,"['match', 'startedindia', 'ltgt', '2']",match startedindia ltgt 2
ham,once free call me sir,"['free', 'call', 'sir']",free call sir
ham,hey do you want anything to buy,"['hey', 'want', 'anything', 'buy']",hey want anything buy
ham,hey babe hows it going  did you ever figure out where your going for new years ,"['hey', 'babe', 'hows', 'going', 'ever', 'figure', 'going', 'new', 'year']",hey babe hows going ever figure going new year
ham,kkcongratulation ,['kkcongratulation'],kkcongratulation
ham,g wants to know where the fuck you are,"['g', 'want', 'know', 'fuck']",g want know fuck
ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,"['cancelled', 'yeah', 'baby', 'well', 'sound', 'important', 'understand', 'darlin', 'give', 'ring', 'later', 'fone', 'love', 'kate', 'x']",cancelled yeah baby well sound important understand darlin give ring later fone love kate x
ham,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at 9,"['tomarrow', 'want', 'got', 'court', 'ltdecimalgt', 'come', 'bus', 'stand', '9']",tomarrow want got court ltdecimalgt come bus stand 9
ham,ìï go home liao ask dad to pick me up at 6,"['ìï', 'go', 'home', 'liao', 'ask', 'dad', 'pick', '6']",ìï go home liao ask dad pick 6
ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff,"['omg', 'make', 'wedding', 'chapel', 'frontierville', 'get', 'good', 'stuff']",omg make wedding chapel frontierville get good stuff
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice,"['im', 'eatin', 'lor', 'goin', 'back', 'work', 'soon', 'e', 'mountain', 'deer', 'show', 'huh', 'watch', 'b4', 'liao', 'nice']",im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,"['check', 'maili', 'mailed', 'varma', 'kept', 'copy', 'regarding', 'membershiptake', 'careinsha', 'allah']",check maili mailed varma kept copy regarding membershiptake careinsha allah
ham,wrong phone this phone i answer this one but assume the other is people i dont well,"['wrong', 'phone', 'phone', 'answer', 'one', 'assume', 'people', 'dont', 'well']",wrong phone phone answer one assume people dont well
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,"['anyway', 'dont', 'think', 'secure', 'anything', 'lem', 'know', 'want', 'drive', 'south', 'chill']",anyway dont think secure anything lem know want drive south chill
ham,im already back home so no probably not,"['im', 'already', 'back', 'home', 'probably']",im already back home probably
spam,great news call freefone 08006344447 to claim your guaranteed å£1000 cash or å£2000 gift speak to a live operator now,"['great', 'news', 'call', 'freefone', '08006344447', 'claim', 'guaranteed', 'å£1000', 'cash', 'å£2000', 'gift', 'speak', 'live', 'operator']",great news call freefone 08006344447 claim guaranteed å£1000 cash å£2000 gift speak live operator
spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,"['hi', 'amy', 'sending', 'free', 'phone', 'number', 'couple', 'day', 'give', 'access', 'adult', 'party']",hi amy sending free phone number couple day give access adult party
ham,i am in bus on the way to calicut,"['bus', 'way', 'calicut']",bus way calicut
ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,"['hi', 'probably', 'much', 'fun', 'get', 'message', 'thought', 'id', 'txt', 'u', 'co', 'im', 'bored', 'james', 'farting', 'night']",hi probably much fun get message thought id txt u co im bored james farting night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx,"['hi', 'baby', 'im', 'sat', 'bloody', 'bus', 'mo', 'wont', 'home', '730', 'wan', 'na', 'somethin', 'later', 'call', 'later', 'ortxt', 'back', 'jess', 'xx']",hi baby im sat bloody bus mo wont home 730 wan na somethin later call later ortxt back jess xx
spam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402,"['welcome', 'select', 'o2', 'service', 'added', 'benefit', 'call', 'specially', 'trained', 'advisor', 'free', 'mobile', 'dialling', '402']",welcome select o2 service added benefit call specially trained advisor free mobile dialling 402
ham,i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face,"['lost', '4', 'pound', 'since', 'doc', 'visit', 'last', 'week', 'woot', 'woot', 'im', 'gon', 'na', 'celebrate', 'stuffing', 'face']",lost 4 pound since doc visit last week woot woot im gon na celebrate stuffing face
ham,u coming back 4 dinner rite dad ask me so i re confirm wif u,"['u', 'coming', 'back', '4', 'dinner', 'rite', 'dad', 'ask', 'confirm', 'wif', 'u']",u coming back 4 dinner rite dad ask confirm wif u
ham,doing my masters when will you buy a bb cos i have for sale and hows bf,"['master', 'buy', 'bb', 'co', 'sale', 'hows', 'bf']",master buy bb co sale hows bf
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it,"['ahhhhjust', 'woken', 'uphad', 'bad', 'dream', 'u', 'thoso', 'dont', 'like', 'u', 'right', 'didnt', 'know', 'anything', 'comedy', 'night', 'guess', 'im']",ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
ham,im viveki got call from your number,"['im', 'viveki', 'got', 'call', 'number']",im viveki got call number
ham,why didnt u call on your lunch,"['didnt', 'u', 'call', 'lunch']",didnt u call lunch
ham,what i mean was i left too early to check cos im working a 96,"['mean', 'left', 'early', 'check', 'co', 'im', 'working', '96']",mean left early check co im working 96
ham,i want  ltgt  rs dado you have it,"['want', 'ltgt', 'r', 'dado']",want ltgt r dado
